city,country,lat,lng,population
Nakasato,Japan,40.9649,140.44,10384
Flowood,United States,32.3359,-90.0802,10384
Gayāspur,India,25.9217,84.4399,10383
Lake Hopatcong,United States,40.9599,-74.6094,10383
Cholchol,Chile,-38.6,-72.8333,10382
Versailles,United States,38.0486,-84.7258,10382
Faradābād,Bangladesh,23.7445,90.8772,10381
Steinau an der Straße,Germany,50.3167,9.4667,10381
Jālihalli,India,16.365,76.7811,10381
Nová Dubnica,Slovakia,48.9331,18.1439,10381
Valky,Ukraine,49.8333,35.6167,10381
Capitólio,Brazil,-20.615,-46.05,10380
Truşeni,Moldova,47.0689,28.6797,10380
Zdzieszowice,Poland,50.4192,18.1236,10380
Akim Swedru,Ghana,5.8938,-1.0164,10379
Pāraippatti,India,10.3144,77.8601,10379
Sangrāmpur,India,25.0711,86.1871,10379
Spa,Belgium,50.4924,5.8648,10378
Belém de Maria,Brazil,-8.6139,-35.8089,10378
Chantepie,France,48.0892,-1.6153,10378
Wabash,United States,40.8034,-85.8301,10378
Progress Village,United States,27.8831,-82.3593,10378
Nossen,Germany,51.05,13.3,10377
Desuri,India,25.2833,73.5667,10377
Nūkān,Iran,34.3608,47.1725,10377
Fasintsara,Madagascar,-20.7165,47.6908,10377
Spanish Fort,United States,30.7254,-87.8597,10377
East Bakersfield,United States,35.3832,-118.9743,10377
Villers-Cotterêts,France,49.26,3.0906,10376
Ban Non Sombun,Thailand,18.2983,103.6528,10376
Garden City,United States,32.0867,-81.1773,10375
Cristina,Brazil,-22.2119,-45.2639,10374
Corfe Mullen,United Kingdom,50.7701,-2.0175,10374
Pilar,Philippines,9.8639,126.1008,10374
Portage,United States,43.5489,-89.4658,10374
Mercês,Brazil,-21.1939,-43.3408,10373
Nalgora,India,22.0346,88.4743,10373
Ordubad,Azerbaijan,38.9047,46.0231,10372
Wildberg,Germany,48.6239,8.7472,10372
Mādhopur Hazāri,India,26.2623,84.8995,10372
Raghunāthpur,India,26.3448,84.9211,10372
Conceição da Aparecida,Brazil,-21.0939,-46.2039,10371
Sidi Brahim,Algeria,35.2606,-0.5675,10371
Phek,India,25.571,94.301,10371
Douar Echbanat,Morocco,34.214,-5.3508,10371
Mānkur,India,23.4353,87.5527,10370
Sarapuí,Brazil,-23.6408,-47.825,10369
Portes-lès-Valence,France,44.8742,4.8769,10369
Brumath,France,48.7328,7.7092,10369
Colwyn Bay,United Kingdom,53.29,-3.7,10369
Gharyāla,India,31.2294,74.7352,10369
Sarnen,Switzerland,46.8969,8.2469,10368
Haikoucun,China,28.3237,120.0853,10368
Puduppatti,India,9.6171,77.6375,10368
Ain Beida,Morocco,31.585,-8.608,10368
Nova Olinda,Brazil,-7.6319,-48.4228,10367
Atripalda,Italy,40.9167,14.8256,10367
Lima,Paraguay,-23.885,-56.4789,10367
Brewster,United States,41.7463,-70.0676,10367
Süßen,Germany,48.6797,9.7575,10366
Friedeburg,Germany,53.45,7.8333,10366
Kottapuram,India,10.2958,76.2431,10366
Cori,Italy,41.65,12.9167,10366
Northampton,United States,40.6866,-75.4904,10366
Libanté,Benin,10.7936,3.5828,10365
Kalgi,India,17.35,77.15,10365
Bommārbettu,India,13.339,74.8784,10365
Imi Mokorn,Morocco,30.1675,-9.2322,10365
Wittelsheim,France,47.8058,7.2383,10364
Momanpet,India,17.5175,77.8981,10364
Corleone,Italy,37.8167,13.3,10364
Namtsy,Russia,62.7333,129.6667,10364
Ambalanūr,India,16.59,75.96,10363
Peravali,India,15.2861,77.4997,10363
Ortaköy,Turkey,37.222,40.785,10363
Itabirinha de Mantena,Brazil,-18.5658,-41.2328,10362
Fakirtaki,India,22.3815,88.7901,10361
Bassian,India,30.6559,75.5389,10360
Taksimo,Russia,56.3315,114.89,10359
Galion,United States,40.7385,-82.7792,10358
Itri,Italy,41.2833,13.5333,10357
Hirnyk,Ukraine,48.05,37.3667,10357
Dan,Benin,7.3167,2.0667,10356
Jaguaribara,Brazil,-5.6578,-38.62,10356
Phulmālik,India,25.4132,86.4255,10356
Bonate di Sopra,Italy,45.6819,9.5586,10356
São Bento do Sapucaí,Brazil,-22.6889,-45.7308,10355
Khawaspur,India,26.2331,84.6388,10355
Banga,Angola,-8.7333,15.1667,10354
Irupi,Brazil,-20.345,-41.6408,10354
Kemin,Kyrgyzstan,42.7846,75.6892,10354
Millstone,United States,40.2123,-74.4302,10354
Villebon-sur-Yvette,France,48.7002,2.2277,10353
Kelandis,Indonesia,-8.6595,115.227,10353
Bārah,Syria,35.686,36.5424,10353
Zhydachiv,Ukraine,49.385,24.1444,10353
Aesch,Switzerland,47.4694,7.5942,10352
Blain,France,47.4769,-1.7622,10352
Siktiāhi,India,26.4812,86.4023,10352
Hisar,India,26.5495,85.9406,10352
Rio do Fogo,Brazil,-5.2728,-35.3828,10351
Neuenstadt am Kocher,Germany,49.2333,9.3333,10350
Gourock,United Kingdom,55.9538,-4.8173,10350
Hirehadagalli,India,14.9267,75.8322,10350
Rounia,India,25.5179,87.3999,10350
Kiklah,Libya,32.0683,12.6944,10350
Nijoní,Tajikistan,39.9667,68.9167,10350
La Riche,France,47.39,0.6614,10349
Ravanusa,Italy,37.2678,13.9697,10349
Hârlău,Romania,47.4278,26.9114,10349
Mallan,India,30.4015,74.7365,10348
El Refugio,El Salvador,13.975,-89.7072,10348
Inkerman,Ukraine,44.6,33.6,10348
Fairmont,United States,43.6441,-94.4621,10348
Dário Meira,Brazil,-14.4358,-39.9078,10347
Vellatūru,India,16.1209,79.6508,10347
Coroneo,Mexico,20.1333,-100.3333,10347
Santa Maria de Itabira,Brazil,-19.4489,-43.1128,10346
Māruteru,India,16.6237,81.7394,10346
Delportshoop,South Africa,-28.4167,24.3,10346
Masanasa,Spain,39.4083,-0.3989,10345
Srikrishnapur,India,22.9717,88.0351,10345
Kiridh,Somalia,8.9805,46.1293,10345
Shahrak-e Enqelāb,Iran,35.5156,51.6867,10344
Tipp City,United States,39.9644,-84.1866,10344
María Pinto,Chile,-33.5167,-71.1167,10343
Brikama Ba,"Gambia, The",13.5333,-14.9333,10343
Mānikpur,India,25.3129,87.4388,10343
Silea,Italy,45.6547,12.2967,10343
Mokarrampur,India,26.2176,86.0433,10342
Konkavāripalle,India,13.7125,78.4861,10342
Canatlán,Mexico,24.52,-104.78,10342
Churapcha,Russia,61.9928,132.4317,10342
Itapé,Brazil,-14.8978,-39.4208,10341
Cheruvannūr,India,11.8284,75.7295,10341
Salempur,India,29.875,77.858,10340
Ganga Sāgar,India,21.6528,88.0753,10340
Hoek van Holland,Netherlands,51.9763,4.1323,10340
Palmeiras,Brazil,-12.5289,-41.5589,10339
Kirchlinteln,Germany,52.9428,9.3183,10339
Limoux,France,43.0578,2.2192,10339
Førde,Norway,61.4519,5.8569,10339
Natonin,Philippines,17.1089,121.2797,10339
Karabash,Russia,55.4833,60.2167,10339
Sonwān,India,25.6258,86.2161,10338
Atessa,Italy,42.0667,14.45,10338
São Luís do Paraitinga,Brazil,-23.2219,-45.31,10337
Tirkha,India,26.129,81.0343,10337
Farmersville,United States,36.305,-119.2083,10336
Bowral,Australia,-34.4792,150.4181,10335
Erlenbach am Main,Germany,49.8039,9.1639,10335
São Miguel das Matas,Brazil,-13.0478,-39.4558,10334
New Richmond,United States,45.125,-92.5377,10334
Geneseo,United States,42.8038,-77.7783,10334
Shasta Lake,United States,40.679,-122.3775,10334
Bogen,Germany,48.9167,12.6833,10333
Levanger,Norway,63.7464,11.2996,10333
Dăbuleni,Romania,43.8011,24.0919,10333
Magas,Russia,43.1667,44.8167,10333
Fort Oglethorpe,United States,34.9318,-85.246,10332
Firou,Benin,10.9192,1.9386,10331
Aydarken,Kyrgyzstan,39.9333,71.3333,10331
Thạnh Phú,Vietnam,9.9539,106.5069,10331
Benalla,Australia,-36.5519,145.9817,10330
Ahogbeya,Benin,7.0333,1.9167,10330
Matina,Brazil,-13.9089,-42.8489,10330
Ben Nasseur,Algeria,33.1108,6.4411,10330
Amurrio,Spain,43.0528,-3.0014,10330
Oppatavādi,India,12.569,78.3992,10330
Blumberg,Germany,47.8392,8.5342,10329
Ban Dan Na Kham,Thailand,17.7167,100.1333,10329
Melres,Portugal,41.068600000000004,-8.3983,10328
Gagnef,Sweden,60.5833,15.0667,10328
Santo Antônio do Jacinto,Brazil,-16.5339,-40.1758,10327
São Domingos,Brazil,-10.7908,-37.5678,10327
Qārī Kolā-ye Araţeh,Iran,36.4917,52.9531,10327
Osicala,El Salvador,13.8,-88.15,10327
Alvorada do Sul,Brazil,-22.78,-51.2308,10326
Kirchzarten,Germany,47.965,7.9556,10326
Ratnagiri,India,13.8111,77.1301,10326
El Jicaral,Nicaragua,12.7333,-86.3833,10326
Ananás,Brazil,-6.3658,-48.0728,10325
Pintadas,Brazil,-11.8128,-39.9089,10325
Inhangapi,Brazil,-1.43,-47.9169,10325
Babhniyāwān,India,25.4943,84.4815,10325
Sirakoro,Mali,13.4253,-9.1497,10325
Meerhout,Belgium,51.132,5.0773,10324
Itaueira,Brazil,-7.6028,-43.0258,10323
Vila Franca do Campo,Portugal,37.7167,-25.4333,10323
Loudoun Valley Estates,United States,38.977,-77.5053,10323
Wallaceburg,Canada,42.5984,-82.3916,10323
Àrvorezinha,Brazil,-28.8719,-52.175,10322
Riano,Italy,42.0911,12.5228,10322
Arimalam,India,10.255,78.884,10321
Höchst im Odenwald,Germany,49.8,9,10320
Villacarrillo,Spain,38.1,-3.0833,10320
Stranraer,United Kingdom,54.902,-5.027,10320
Southampton,United States,39.9137,-74.7171,10320
Ranchos,Argentina,-35.5333,-58.2833,10319
Hämeenkyrö,Finland,61.6333,23.2,10319
Harsola,India,22.5694,75.8165,10319
Dombāchcheri,India,9.9604,77.3909,10319
Hariāna,India,31.6351,75.8389,10319
Kāmepalle,India,16.5191,79.835,10319
Caracol,Brazil,-9.2789,-43.33,10318
Karuzi,Burundi,-3.1,30.1667,10317
Yādavolu,India,17.0619,81.4729,10317
Āzamnagar,India,25.5456,87.8294,10317
Chong-Aryk,Kyrgyzstan,42.8172,74.5809,10317
Teocuitatlán de Corona,Mexico,20.0167,-103.1833,10317
Etropole,Bulgaria,42.8333,24,10316
Arkadelphia,United States,34.1253,-93.0729,10316
São Romão,Brazil,-16.3689,-45.0689,10315
Mildenhall,United Kingdom,52.3446,0.5089,10315
Manhattan,United States,41.4274,-87.9805,10315
Wood River,United States,38.8631,-90.0774,10315
Blackfalds,Canada,52.3833,-113.8,10315
Virginópolis,Brazil,-18.8228,-42.7039,10314
Úmbita,Colombia,5.2167,-73.4667,10314
Augustdorf,Germany,51.9,8.7333,10314
Agua Blanca Iturbide,Mexico,20.35,-98.35,10313
Paris,United States,36.2933,-88.3065,10313
Francisville,United States,39.1068,-84.7277,10313
General Salgado,Brazil,-20.6478,-50.3608,10312
Rāmchandrapur,India,22.891,88.473,10312
Rotonda,United States,26.8844,-82.2791,10312
Solim,India,15.6145,73.7704,10311
Qiushanxiang,China,34.3558,104.8973,10310
Auhar Sheikh,India,26.7216,84.5993,10310
Haspra,Ukraine,44.4361,34.1106,10310
Chester,Canada,44.65,-64.3,10310
Riolândia,Brazil,-19.99,-49.6808,10309
Rodelas,Brazil,-8.8508,-38.7558,10308
Astorga,Spain,42.4589,-6.0633,10308
Buriti do Tocantins,Brazil,-5.3158,-48.2289,10307
Olbernhau,Germany,50.6667,13.3333,10307
Khiram,India,33.732,75.16,10307
Queens,Canada,44.0333,-64.7167,10307
Großburgwedel,Germany,52.4933,9.8586,10306
Comstock Park,United States,43.0438,-85.6778,10306
Moldava nad Bodvou,Slovakia,48.6156,20.9992,10305
Maurilândia,Brazil,-17.9708,-50.3389,10304
Jordânia,Brazil,-15.9,-40.1778,10304
Mwaya,Tanzania,-9.4917,34.0333,10304
Lakkireddipalle,India,14.1667,78.7,10303
Kami-kawabe,Japan,35.4866,137.0707,10303
Qanliko‘l,Uzbekistan,42.8333,59,10303
Valley Center,United States,33.233,-117.0158,10303
Trajano de Morais,Brazil,-22.0628,-42.0658,10302
Caparrapí,Colombia,5.3442,-74.4917,10301
Bel Imour,Algeria,35.9806,4.8797,10301
Santa Inês,Brazil,-13.2938,-39.8655,10300
Kangning,China,38.0176,102.352,10300
Goldbach,Germany,49.9889,9.1864,10300
Divonne-les-Bains,France,46.3567,6.1428,10300
Örkelljunga,Sweden,56.2833,13.2833,10300
Birsfelden,Switzerland,47.5531,7.6231,10299
Rancho Arriba,Dominican Republic,18.7147,-70.4618,10299
Kalamūla,India,11.1417,76.3417,10299
Rubim,Brazil,-16.375,-40.5378,10298
Appenweier,Germany,48.5397,7.98,10298
Nāna,India,24.916,73.133,10298
Shahar Telpa,India,25.133,84.6533,10298
Boldeşti-Scăeni,Romania,45.03,26.03,10298
Bad Lauterberg,Germany,51.6317,10.4706,10297
Apt,France,43.8769,5.3969,10297
Locate di Triulzi,Italy,45.35,9.2167,10297
Bonfinópolis,Brazil,-16.6178,-48.9628,10296
Bordj Zemoura,Algeria,36.2667,4.85,10296
Armanāz,Syria,36.0836,36.5031,10296
Castelli Calepio,Italy,45.6333,9.9,10295
Lyuboml’,Ukraine,51.2236,24.0328,10295
Ouroeste,Brazil,-20.0008,-50.3719,10294
Ratauli,India,26.1861,86.7104,10294
Castelnovo ne’ Monti,Italy,44.4333,10.4,10294
Demmin,Germany,53.905,13.0439,10293
Balaungi,India,30.7306,76.6937,10293
Zāwal,India,24.9833,72.7333,10293
Dalgān,Iran,27.4825,59.4464,10292
Vytegra,Russia,61,36.45,10292
Seridó,Brazil,-6.9339,-36.4019,10291
Auterive,France,43.3514,1.4753,10291
Vilkaviškis,Lithuania,54.6667,23.0333,10291
Jordbro,Sweden,59.1497,18.1167,10291
Berwick,United States,41.0555,-76.2492,10291
Guimarães,Brazil,-2.1328,-44.6008,10290
Santana,Sao Tome and Principe,0.2583,6.7417,10290
Ma‘rabā,Syria,33.5767,36.2976,10290
Ekinözü,Turkey,38.0617,37.1928,10290
Port Townsend,United States,48.122,-122.7877,10290
Lutry,Switzerland,46.5,6.6833,10289
Peñarroya-Pueblonuevo,Spain,38.3,-5.2667,10289
Broadstone,United Kingdom,50.7605,-1.995,10289
Vylgort,Russia,61.6275,50.7672,10289
Billdal,Sweden,57.5667,11.9333,10289
Srīsailain,India,16.0833,78.8667,10288
Simarwāra Durgāpur,India,25.852,85.4944,10288
Międzychód,Poland,52.6,15.8833,10288
Clay,United States,33.6951,-86.609,10288
Arraias,Brazil,-12.9308,-46.9378,10287
Lishuping,China,33.2019,104.8734,10287
’Aïn Tellout,Algeria,34.9167,-0.9667,10286
Calasparra,Spain,38.2306,-1.7,10286
Mondeville,France,49.1747,-0.3197,10286
Spitalfields,United Kingdom,51.5166,-0.075,10286
Rāyen,Iran,29.5981,57.4383,10286
Flowery Branch,United States,34.1712,-83.9142,10286
Cheam,United Kingdom,51.36,-0.21,10285
Hecelchakán,Mexico,20.1667,-90.1333,10285
Watervliet,United States,42.7243,-73.7068,10285
Bishopstoke,United Kingdom,50.9679,-1.3278,10284
Jankampet,India,18.7067,78.0233,10284
Arlöv,Sweden,55.6333,13.0667,10284
Kandrāwān,India,25.8882,81.2618,10283
Douar Jwalla,Morocco,31.89,-7.44,10283
San José de Feliciano,Argentina,-30.3833,-58.75,10282
São Geraldo,Brazil,-20.9228,-42.8339,10282
São Carlos,Brazil,-27.0778,-53.0039,10282
Beilngries,Germany,49.0333,11.4667,10282
Sant’Agata de’ Goti,Italy,41.0893,14.4974,10282
Sidi Bou Ali,Tunisia,35.9561,10.4722,10282
Bandrele,Mayotte,-12.9092,45.1944,10282
Sidi Embarek,Algeria,36.1039,4.9119,10281
Penn,United States,40.1864,-76.3726,10281
East Franklin,United States,40.4933,-74.471,10281
Ganvié,Benin,6.4667,2.4167,10280
Venecia,Colombia,5.9167,-75.75,10280
Shirako,Japan,35.45,140.3667,10280
Candelaria,El Salvador,13.75,-88.95,10280
Exeter,United States,36.2941,-119.1459,10280
Kittery,United States,43.0998,-70.7126,10280
Itapitanga,Brazil,-14.4228,-39.565,10279
Oppeano,Italy,45.3,11.1833,10279
Zelenokumsk,Russia,44.4167,43.9167,10279
Liberty,United States,41.8132,-74.7775,10279
San Maurizio Canavese,Italy,45.2171,7.6305,10278
Ban Wisit,Thailand,18.348,103.6308,10278
Selkirk,Canada,50.1436,-96.8839,10278
Saint-Félicien,Canada,48.65,-72.45,10278
Mallapuram,India,9.828,77.673,10276
Sidi Rahhal,Morocco,31.6667,-7.4833,10276
Woodlyn,United States,39.8774,-75.3445,10276
Pfastatt,France,47.7697,7.3025,10275
Dora,India,22.1858,88.5142,10275
Nanbu,Japan,35.3333,133.3333,10275
Potiraguá,Brazil,-15.595,-39.8769,10274
Weil im Schönbuch,Germany,48.6214,9.0611,10274
Sotkamo,Finland,64.1333,28.3833,10274
Mehdauli,India,25.6561,86.0257,10274
Meghaul,India,25.6561,86.0257,10274
Peddāpuram,India,18.0289,79.7269,10274
Loudonville,United States,42.7068,-73.7665,10274
Tello,Colombia,3.0667,-75.1333,10273
Aubière,France,45.7517,3.1117,10273
Jeumont,France,50.2953,4.1019,10273
Bela,India,26.4989,86.3242,10273
Tekkēkara,India,9.7,76.7833,10272
Kīlminnal,India,12.9447,79.2514,10272
Gaunivāripalle,India,13.9756,77.8768,10272
Gafour,Tunisia,36.34,9.32,10272
Alpine,United States,40.4629,-111.7724,10272
Guadalupe,Brazil,-6.7869,-43.5689,10270
Kauniainen,Finland,60.2167,24.7333,10270
Ullūr,India,10.9706,79.4063,10270
Tabubil,Papua New Guinea,-5.275,141.2264,10270
Yazoo City,United States,32.8619,-90.4075,10270
Emsworth,United Kingdom,50.849,-0.938,10269
Bhikkiwind Uttār,India,31.3453,74.6914,10269
Mel Seval,India,8.6722,77.6147,10269
Estreito de Câmara de Lobos,Portugal,32.6667,-16.9833,10269
Lenguazaque,Colombia,5.3069,-73.7061,10268
Gerzat,France,45.8267,3.1456,10268
Somireddipalle,India,14.8365,78.9062,10268
Māli,India,25.1269,84.7084,10268
Highland,United States,38.7602,-89.6812,10268
Meridianville,United States,34.8729,-86.5722,10268
Villa Elisa,Argentina,-32.1667,-58.4,10266
Saudade,Brazil,-26.9239,-53.0028,10265
Appleton,United Kingdom,53.3508,-2.5441,10265
Jaltocan,Mexico,21.1333,-98.5383,10265
Indalvai,India,18.5403,78.2248,10263
Chivhu,Zimbabwe,-19,30.9,10263
Tenente Ananias Gomes,Brazil,-6.465,-38.18,10262
Axixá do Tocantins,Brazil,-5.6169,-47.7689,10262
Nazária,Brazil,-5.3608,-42.8083,10262
Lahstedt,Germany,52.25,10.2167,10262
Morsbach,Germany,50.8667,7.7167,10262
Rio Acima,Brazil,-20.0878,-43.7889,10261
Nkurenkuru,Namibia,-17.6167,18.6,10261
Oliveira de Frades,Portugal,40.7314,-8.1767,10261
Carroll,United States,42.0699,-94.8646,10261
Oignies,France,50.47,2.9944,10260
Tettuppatti,India,10.3979,77.8225,10260
Ericeira,Portugal,38.9628,-9.4153,10260
Fronteiras,Brazil,-7.0878,-40.6158,10259
Pola de Lena,Spain,43.1583,-5.8292,10259
Jaipur,India,23.4313,86.1493,10259
Kut Chap,Thailand,17.4257,102.5669,10259
Bolekhiv,Ukraine,49.0669,23.8514,10259
Hopetown,South Africa,-29.6258,24.0856,10259
Westonaria,South Africa,-26.3178,27.6506,10259
Elkhorn,United States,42.6713,-88.5377,10259
Königsbach-Stein,Germany,48.9664,8.6089,10258
Chavinda,Mexico,20.0167,-102.45,10258
Gohuma Bairia,India,26.3938,86.3976,10257
Liminka,Finland,64.8083,25.4167,10256
Sint-Lievens-Houtem,Belgium,50.9167,3.8667,10255
Maxaranguape,Brazil,-5.5158,-35.2619,10255
Steinen,Germany,47.6453,7.7403,10255
Popovača,Croatia,45.5697,16.625,10255
Shahmīrpet,India,17.5947,78.5749,10255
Tārar,India,25.1821,87.1671,10255
Barai,India,26.3717,86.0134,10255
Tawnza,Morocco,32.0944,-6.6025,10254
Phon Charoen,Thailand,18.0258,103.7094,10254
Vernal,United States,40.4517,-109.5378,10254
Franklin,United States,36.7177,-86.5595,10254
Querfurt,Germany,51.3833,11.6,10253
Buxerolles,France,46.5983,0.35,10253
Bonito de Santa Fé,Brazil,-7.3128,-38.515,10252
Çukurca,Turkey,37.2469,43.6117,10252
Lonquimay,Chile,-38.4333,-71.2333,10251
Zumaia,Spain,43.2972,-2.2569,10251
Bougaribaya,Mali,12.8167,-9.85,10251
Kulhudhuffushi,Maldives,6.6225,73.0703,10251
Fenggeling,China,34.5312,106.4437,10250
Puerto Santander,Colombia,8.3636,-72.4075,10249
Caudete,Spain,38.7044,-0.9881,10249
Fosses,France,49.0989,2.5075,10249
Alberobello,Italy,40.7841,17.2375,10248
Jaqueira,Brazil,-8.7269,-35.7928,10247
Launceston,United Kingdom,50.637,-4.36,10247
Nayānagar,India,25.7465,86.1027,10247
Murowana Goślina,Poland,52.5667,17.0167,10247
Rovinari,Romania,44.9125,23.1622,10246
São Tiago,Brazil,-20.9128,-44.5089,10245
Baran,Belarus,54.4833,30.3333,10245
Badru Khān,India,30.2523,75.7917,10245
Induno Olona,Italy,45.85,8.8333,10245
Bueng Khong Long,Thailand,17.9667,104.045,10245
Santa Teresinha (2),Brazil,-7.3778,-37.48,10244
Vairampatti,India,10.5515,78.3022,10244
San Marzano sul Sarno,Italy,40.7697,14.5947,10244
Galimuyod,Philippines,17.18,120.47,10244
Catarina,Brazil,-6.1308,-39.8778,10243
Alcaudete,Spain,37.5833,-4.1,10243
Raymondville,United States,26.4759,-97.7769,10243
Palmácia,Brazil,-4.15,-38.8458,10242
Lūgovoy,Kazakhstan,42.9472,72.7644,10242
Waimea,United States,20.0124,-155.6381,10242
Angelim,Brazil,-8.8833,-36.2833,10241
Vila Muriqui,Brazil,-22.9228,-43.9456,10241
Maheshrām,India,25.2874,87.4124,10241
Santa Isabel Ishuatán,El Salvador,13.6167,-89.5833,10241
Jean-Mermoz,Algeria,35.5606,-0.0844,10240
Khair Khān,India,26.2727,87.3037,10240
Oneida,United States,43.0769,-75.6622,10240
Vellur,India,12.1667,75.35,10239
Sucupira do Norte,Brazil,-6.4769,-44.1919,10238
Goldenstedt,Germany,52.7833,8.4167,10238
Kīramangalam,India,10.2859,79.0996,10237
Appārāopeta,India,16.8987,81.5684,10237
Atoka,United States,35.4239,-89.7861,10237
Kennett,United States,36.2403,-90.0481,10236
Fuveau,France,43.4528,5.5619,10235
Borgampād,India,17.65,80.8667,10235
Pūvalūr,India,10.9003,78.8308,10234
Marawī,Sudan,18.4833,31.8167,10234
Agudos do Sul,Brazil,-25.9928,-49.335,10233
Bernex,Switzerland,46.1667,6.0667,10233
Olifantshoek,South Africa,-27.9333,22.7333,10233
Santa Maria Madalena,Brazil,-21.955,-42.0078,10232
Pārtibanūr,India,9.5855,78.4545,10232
Głogów Małopolski,Poland,50.1667,21.9667,10232
Igarapé Grande,Brazil,-4.585,-44.8528,10231
Minatitlán,Mexico,19.3833,-104.05,10231
Gislaved,Sweden,57.3,13.5333,10231
North Bend,United States,43.4075,-124.2364,10231
Pierrelaye,France,49.0233,2.1508,10230
Raibhīr,India,25.9978,86.8781,10230
Vigasio,Italy,45.3167,10.9333,10229
Concordia Sagittaria,Italy,45.7217,12.8378,10229
Samux,Azerbaijan,40.7642,46.4083,10228
Tangermünde,Germany,52.5408,11.9689,10228
Lieksa,Finland,63.3167,30.0167,10228
Jītpur,India,26.8149,84.9578,10228
Muttam,India,9.8378,76.7126,10228
Isola Vicentina,Italy,45.6333,11.45,10228
Akbez,Turkey,36.85,36.5167,10228
Roberval,Canada,48.52,-72.23,10227
Villanueva de Arosa,Spain,42.5628,-8.8278,10225
Avranches,France,48.685,-1.3556,10225
Alleroy,Russia,43.087,46.302,10225
Potunūru,India,16.7442,81.2206,10224
Monte San Juan,El Salvador,13.7667,-88.95,10224
Duque Bacelar,Brazil,-4.1558,-42.9439,10223
Luathaha,India,26.6316,84.9079,10223
Āhiro,India,24.9192,87.1054,10223
Marlton,United States,38.762,-76.7857,10223
Benyahia Abderrahmane,Algeria,36.2333,6.0167,10222
Koila Dewa,India,26.4079,84.1962,10222
Robstown,United States,27.794,-97.6692,10222
São Miguel de Touros,Brazil,-5.125,-35.6389,10221
Gengqing,China,31.8081,98.5786,10221
Fort Madison,United States,40.6207,-91.3509,10221
Néo Karlovási,Greece,37.7833,26.7,10220
Belma,India,12.9772,74.9969,10220
Blackwells Mills,United States,40.4773,-74.5976,10220
Schalksmühle,Germany,51.2167,7.5167,10219
Tha Muang,Thailand,13.9612,99.6412,10219
Esperance,Australia,-33.8611,121.8919,10218
Aizenay,France,46.74,-1.6083,10218
Vadakku Ariyanāyakipuram,India,8.7208,77.545,10218
Heath,United States,32.8439,-96.4674,10218
Dangriga,Belize,16.9667,-88.2167,10217
Algarrobo,Chile,-33.3911,-71.6928,10217
Alella,Spain,41.495,2.296,10217
Kowary,Poland,50.7917,15.8333,10217
Columbia,United States,40.0347,-76.4944,10217
Safford,United States,32.8335,-109.6964,10217
Independent Hill,United States,38.6404,-77.4089,10217
Campo Redondo,Brazil,-6.2428,-36.1828,10215
Santa María,Colombia,2.95,-75.65,10215
Multi,India,22.2847,88.4053,10215
Năsăud,Romania,47.2833,24.4067,10215
Sellersburg,United States,38.4028,-85.7706,10215
Tanggemu Nongchang,China,36.0781,100.0911,10214
Nāgasamudram,India,15.0556,77.5004,10214
Divisópolis,Brazil,-15.7258,-41,10213
Lystrup,Denmark,56.2375,10.2378,10213
Rainbow City,United States,33.9336,-86.0922,10213
Pântano Grande,Brazil,-30.1908,-52.3739,10212
Duga Resa,Croatia,45.4472,15.4958,10212
Kandulāpuram,India,15.5976,79.1365,10212
Minamiaso,Japan,32.8167,131.0333,10212
Moimenta da Beira,Portugal,40.9819,-7.6158,10212
Charalá,Colombia,6.25,-73.0833,10211
Ramacca,Italy,37.3833,14.7,10211
Cedartown,United States,34.0223,-85.2479,10211
Milford,United States,40.4291,-75.4153,10210
Cedral,Brazil,-2,-44.5358,10208
Ostercappeln,Germany,52.35,8.2333,10208
Tlalixtac de Cabrera,Mexico,17.0667,-96.65,10208
New Hyde Park,United States,40.7323,-73.6858,10208
Varre-Sai,Brazil,-20.9308,-41.8689,10207
Centralina,Brazil,-18.5839,-49.1989,10207
Lemington,United Kingdom,54.972,-1.723,10207
Rideau Lakes,Canada,44.6667,-76.2167,10207
Vejen,Denmark,55.4812,9.1379,10206
Bonthe,Sierra Leone,7.5264,-12.505,10206
Medina,Colombia,4.5092,-73.3494,10205
Pôrto Esperidião,Brazil,-15.8528,-58.46,10204
Dettingen an der Erms,Germany,48.53,9.3472,10204
Alguazas,Spain,38.0514,-1.2414,10204
Fouesnant,France,47.8942,-4.0108,10204
Mosquera,Colombia,2.4903,-78.4953,10203
Miāni,India,31.7092,75.5661,10203
Ouangani,Mayotte,-12.8487,45.1446,10203
Hillcrest,United States,35.379,-118.9578,10203
Fort Salonga,United States,40.9068,-73.2996,10203
Kastav,Croatia,45.3726,14.349,10202
Rāmannapeta,India,17.2833,79.0859,10202
Pintuyan,Philippines,9.95,125.25,10202
Difficult Run,United States,38.9016,-77.3471,10202
Oudewater,Netherlands,52.025,4.8681,10201
Çanta,Turkey,41.0806,28.0819,10201
Birkenfeld,Germany,48.8697,8.6361,10200
Münchberg,Germany,50.2,11.7667,10200
Lillers,France,50.5644,2.4831,10200
Ellon,United Kingdom,57.366,-2.086,10200
Shakhunya,Russia,57.6667,46.6167,10200
Nazyvayevsk,Russia,55.5667,71.2667,10200
Navabad,Tajikistan,38.5278,68.675,10200
Chavkandak,Tajikistan,39.9,68.9333,10200
Kazo,Uganda,-0.0528,30.7569,10200
Rolesville,United States,35.9223,-78.4656,10200
